Precursor;Activator;Activator_carbon_ratio;Activation T (K);T adsorption (K);P adsorption (bar);CO2 ads (mmol/g);CO2ads_2bins_5050;CO2ads_4bins;CO2ads_10bins;CO2ads_7228;adsorption_all_inputs;adsorption_only_BETpore;adsorption_wo_BETpore;adsorption_all_inputs_woNAME;adsorption_wo_BETporeNAME
Black locust;KOH+Ammonia;6;873;273;0.2;3.5;1;2;6;0;an activated carbon at 273 K and 0.2 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.2 bar, which has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.2 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K;an activated carbon at 273 K and 0.2 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.2 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K
Black locust;KOH+Ammonia;6;873;273;0.4;5;1;3;8;1;an activated carbon at 273 K and 0.4 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.4 bar, which has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.4 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K;an activated carbon at 273 K and 0.4 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.4 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K
Black locust;KOH+Ammonia;6;873;273;0.6;6.05;1;3;9;1;an activated carbon at 273 K and 0.6 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.6 bar, which has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.6 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K;an activated carbon at 273 K and 0.6 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.6 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K
Black locust;KOH+Ammonia;6;873;273;0.8;6.8;1;3;9;1;an activated carbon at 273 K and 0.8 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.8 bar, which has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.8 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K;an activated carbon at 273 K and 0.8 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.8 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K
Black locust;KOH+Ammonia;6;873;273;0.9;7;1;3;9;1;an activated carbon at 273 K and 0.9 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.9 bar, which has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.9 bar, which has been synthetized from Black locust as precursor, activated with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K;an activated carbon at 273 K and 0.9 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K, and has a BET surface area of 2511.0 m2/g and a pore volume of 1.35 cm3/g;an activated carbon at 273 K and 0.9 bar, which has been synthetized from biomass by activation with KOH+Ammonia with an activator/carbon weight ratio of 6 at an activation temperature of 873 K
Black locust;KOH;6;1103;298;0.2;1.5;0;1;2;0;an activated carbon at 298 K and 0.2 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.2 bar, which has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.2 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K;an activated carbon at 298 K and 0.2 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.2 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K
Black locust;KOH;6;1103;298;0.4;2.1;0;1;3;0;an activated carbon at 298 K and 0.4 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.4 bar, which has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.4 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K;an activated carbon at 298 K and 0.4 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.4 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K
Black locust;KOH;6;1103;298;0.6;2.6;0;1;4;0;an activated carbon at 298 K and 0.6 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.6 bar, which has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.6 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K;an activated carbon at 298 K and 0.6 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.6 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K
Black locust;KOH;6;1103;298;0.8;3.4;1;2;6;0;an activated carbon at 298 K and 0.8 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.8 bar, which has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.8 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K;an activated carbon at 298 K and 0.8 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.8 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K
Black locust;KOH;6;1103;298;0.9;3.6;1;2;6;0;an activated carbon at 298 K and 0.9 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.9 bar, which has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.9 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K;an activated carbon at 298 K and 0.9 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 0.9 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K
Black locust;KOH;6;1103;298;1;3.7;1;2;6;0;an activated carbon at 298 K and 1.0 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 1.0 bar, which has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 1.0 bar, which has been synthetized from Black locust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K;an activated carbon at 298 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K, and has a BET surface area of 2064.0 m2/g and a pore volume of 0.98 cm3/g;an activated carbon at 298 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 1103 K
